file,line,column,type,code,message,docs,severity,link
.distignore,0,0,ERROR,hidden_files,"Hidden files are not permitted.",,8,
.gitignore,0,0,ERROR,hidden_files,"Hidden files are not permitted.",,8,
.env.example,0,0,ERROR,hidden_files,"Hidden files are not permitted.",,8,
scripts/package-plugin.sh,0,0,ERROR,application_detected,"Application files are not permitted.",,8,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fpackage-plugin.sh
scripts/publish-release-v1.0.0.sh,0,0,ERROR,application_detected,"Application files are not permitted.",,8,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fpublish-release-v1.0.0.sh
scripts/compile-languages.sh,0,0,ERROR,application_detected,"Application files are not permitted.",,8,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.sh
scripts/check-namespace.sh,0,0,ERROR,application_detected,"Application files are not permitted.",,8,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcheck-namespace.sh
scripts/lib/pomo/streams.php,173,16,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fopen,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fopen().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fstreams.php&line=173
scripts/lib/pomo/streams.php,193,11,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fread,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fread().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fstreams.php&line=193
scripts/lib/pomo/streams.php,226,11,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fclose,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fclose().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fstreams.php&line=226
scripts/lib/pomo/po.php,17,13,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedConstantFound,"Global constants defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;PO_MAX_LINE_LEN&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=17
scripts/lib/pomo/po.php,28,2,WARNING,Squiz.PHP.DiscouragedFunctions.Discouraged,"The use of function ini_set() is discouraged",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=28
scripts/lib/pomo/po.php,34,5,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedClassFound,"Classes declared by a theme/plugin should start with the theme/plugin prefix. Found: &quot;PO&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=34
scripts/lib/pomo/po.php,91,10,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fopen,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fopen().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=91
scripts/lib/pomo/po.php,96,14,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=96
scripts/lib/pomo/po.php,100,11,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fclose,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fclose().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=100
scripts/lib/pomo/po.php,301,9,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fopen,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fopen().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fpo.php&line=301
scripts/lib/pomo/mo.php,66,10,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fopen,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fopen().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=66
scripts/lib/pomo/mo.php,71,4,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fclose,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fclose().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=71
scripts/lib/pomo/mo.php,79,14,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fopen,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fopen().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=79
scripts/lib/pomo/mo.php,119,4,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=119
scripts/lib/pomo/mo.php,135,4,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=135
scripts/lib/pomo/mo.php,144,5,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=144
scripts/lib/pomo/mo.php,149,4,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=149
scripts/lib/pomo/mo.php,156,5,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=156
scripts/lib/pomo/mo.php,160,4,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=160
scripts/lib/pomo/mo.php,161,4,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fmo.php&line=161
scripts/compile-languages.php,16,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$root&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=16
scripts/compile-languages.php,17,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$lang_dir&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=17
scripts/compile-languages.php,22,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$files&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=22
scripts/compile-languages.php,24,2,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=24
scripts/compile-languages.php,28,21,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$po_path&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=28
scripts/compile-languages.php,29,5,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$mo_path&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=29
scripts/compile-languages.php,30,5,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$po&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=30
scripts/compile-languages.php,32,3,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=32
scripts/compile-languages.php,35,5,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$mo&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=35
scripts/compile-languages.php,40,3,ERROR,WordPress.WP.AlternativeFunctions.file_system_operations_fwrite,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fwrite().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Fcompile-languages.php&line=40
readme.txt,0,0,ERROR,outdated_tested_upto_header,"Tested up to: 6.9 < 7.0. The ""Tested up to"" value in your plugin is not set to the current version of WordPress. This means your plugin will not show up in searches, as we require plugins to be compatible and documented as tested up to the most recent version of WordPress.",https://developer.wordpress.org/plugins/wordpress-org/how-your-readme-txt-works/#readme-header-information,7,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Freadme.txt
.github,0,0,WARNING,github_directory,"GitHub workflow directory "".github"" detected. This directory should not be included in production plugins.",,9,
includes/telemetry.php,146,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=146
includes/telemetry.php,220,23,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=220
includes/telemetry.php,220,23,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=220
includes/telemetry.php,223,23,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=223
includes/telemetry.php,223,23,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=223
includes/telemetry.php,252,35,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=252
includes/telemetry.php,252,35,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=252
includes/telemetry.php,255,35,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=255
includes/telemetry.php,255,35,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=255
includes/telemetry.php,275,28,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=275
includes/telemetry.php,275,28,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=275
includes/telemetry.php,278,28,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=278
includes/telemetry.php,278,28,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=278
includes/telemetry.php,290,22,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=290
includes/telemetry.php,290,22,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=290
includes/telemetry.php,319,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=319
includes/telemetry.php,319,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=319
includes/telemetry.php,322,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=322
includes/telemetry.php,322,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=322
includes/telemetry.php,345,17,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=345
includes/telemetry.php,345,17,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=345
includes/telemetry.php,362,26,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=362
includes/telemetry.php,362,26,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=362
includes/telemetry.php,366,22,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=366
includes/telemetry.php,366,22,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=366
includes/telemetry.php,382,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=382
includes/telemetry.php,382,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=382
includes/telemetry.php,385,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=385
includes/telemetry.php,385,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=385
includes/telemetry.php,404,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=404
