file,line,column,type,code,message,docs,severity,link
includes/telemetry.php,404,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=404
includes/telemetry.php,407,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=407
includes/telemetry.php,407,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=407
includes/telemetry.php,506,26,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=506
includes/telemetry.php,506,26,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=506
includes/telemetry.php,508,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;DELETE FROM {$table} WHERE created_at &lt; %s&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Ftelemetry.php&line=508
includes/chat-history.php,105,23,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=105
includes/chat-history.php,105,23,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=105
includes/chat-history.php,107,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id FROM {$table} WHERE public_id = %s LIMIT 1&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=107
includes/chat-history.php,136,23,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=136
includes/chat-history.php,136,23,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=136
includes/chat-history.php,138,6,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id, public_id FROM {$table}\n",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=138
includes/chat-history.php,157,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=157
includes/chat-history.php,192,20,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=192
includes/chat-history.php,192,20,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=192
includes/chat-history.php,194,6,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT * FROM {$table} WHERE id = %d LIMIT 1&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=194
includes/chat-history.php,203,20,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=203
includes/chat-history.php,203,20,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=203
includes/chat-history.php,205,6,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT * FROM {$table} WHERE public_id = %s LIMIT 1&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=205
includes/chat-history.php,235,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=235
includes/chat-history.php,297,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=297
includes/chat-history.php,297,9,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=297
includes/chat-history.php,403,17,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=403
includes/chat-history.php,403,17,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=403
includes/chat-history.php,423,26,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=423
includes/chat-history.php,423,26,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=423
includes/chat-history.php,427,22,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=427
includes/chat-history.php,427,22,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=427
includes/chat-history.php,450,20,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=450
includes/chat-history.php,450,20,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=450
includes/chat-history.php,453,20,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=453
includes/chat-history.php,453,20,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=453
includes/chat-history.php,485,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=485
includes/chat-history.php,485,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=485
includes/chat-history.php,488,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=488
includes/chat-history.php,488,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=488
includes/chat-history.php,536,25,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=536
includes/chat-history.php,536,25,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=536
includes/chat-history.php,553,16,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=553
includes/chat-history.php,553,16,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=553
includes/chat-history.php,554,20,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT * FROM {$table} WHERE id = %d&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=554
includes/chat-history.php,573,17,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=573
includes/chat-history.php,573,17,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=573
includes/chat-history.php,575,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT * FROM {$table} WHERE conversation_id = %d ORDER BY created_at ASC, id ASC&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=575
includes/chat-history.php,711,16,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=711
includes/chat-history.php,711,16,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=711
includes/chat-history.php,713,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$conv_table} at &quot;SELECT id FROM {$conv_table} WHERE updated_at &lt; %s&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=713
includes/chat-history.php,729,35,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=729
includes/chat-history.php,729,35,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=729
includes/chat-history.php,731,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$msg_table} at &quot;DELETE FROM {$msg_table} WHERE conversation_id IN ({$placeholders})&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=731
includes/chat-history.php,731,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$placeholders} at &quot;DELETE FROM {$msg_table} WHERE conversation_id IN ({$placeholders})&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=731
includes/chat-history.php,731,74,WARNING,WordPress.DB.PreparedSQLPlaceholders.UnfinishedPrepare,"Replacement variables found, but no valid placeholders found in the query.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=731
includes/chat-history.php,737,40,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=737
includes/chat-history.php,737,40,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=737
includes/chat-history.php,739,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$conv_table} at &quot;DELETE FROM {$conv_table} WHERE id IN ({$placeholders})&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=739
includes/chat-history.php,739,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$placeholders} at &quot;DELETE FROM {$conv_table} WHERE id IN ({$placeholders})&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=739
includes/chat-history.php,739,62,WARNING,WordPress.DB.PreparedSQLPlaceholders.UnfinishedPrepare,"Replacement variables found, but no valid placeholders found in the query.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=739
includes/chat-history.php,761,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=761
includes/chat-history.php,761,9,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=761
includes/chat-history.php,763,20,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=763
includes/chat-history.php,763,20,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=763
includes/chat-history.php,794,17,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=794
includes/chat-history.php,794,17,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=794
includes/chat-history.php,862,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id, public_id FROM {$table} WHERE id IN ({$placeholders})&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=862
includes/chat-history.php,862,5,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$placeholders} at &quot;SELECT id, public_id FROM {$table} WHERE id IN ({$placeholders})&quot;",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=862
includes/chat-history.php,862,71,WARNING,WordPress.DB.PreparedSQLPlaceholders.UnfinishedPrepare,"Replacement variables found, but no valid placeholders found in the query.",,5,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fincludes%2Fchat-history.php&line=862
scripts/lib/pomo/plural-forms.php,20,5,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedFunctionFound,"Functions declared in the global namespace by a theme/plugin should start with the theme/plugin prefix. Found: &quot;esc_html&quot;.",,6,https://wordpress.misistema.com.co/wp-admin/plugin-editor.php?plugin=multiai-chatbot%2Fmultiai-chatbot.php&file=multiai-chatbot%2Fscripts%2Flib%2Fpomo%2Fplural-forms.php&line=20
